id,cinema_id,cinema_name_vi,cinema_name_en,cinema_address,film_id,film_name_vi,film_name_en,film_trailer_url,film_poster_url,film_banner_url,film_country,film_category,director,actors,film_duration,film_language,film_description_vi,film_description_en,film_publish_date,film_pg_rating,film_age,location_id,session_id,session_type,session_dimension,session_time,session_version,session_version_type,vendor_id,vendor_name,vendor_name_en,vendor_cinema_id,vendor_film_id,vendor_film_name_vi,vendor_film_name_en,vendor_session_id,vendor_room_id,vendor_room_name_vi,vendor_room_name_en,created_date,modified_date,modified_by,language,created_by,created_by_hash
30,2,CGV Aeon Long Biên,CGV Aeon,27 Cổ Linh,3,Mufasa,Mufasa,https://yt.com/3,https://img/3.jpg,https://img/b3.jpg,Mỹ,Hành động,Director,Actors,120,VI,Mufasa,Mufasa,2025-11-25 17:33:29.000000,C18,18,2,49,nowShowing,Film2D,2025-12-18 17:33:29.000000,subtitling,VER_2D_SUB,3,Galaxy,Galaxy,VND-C002,VND-F003,Mufasa,Mufasa,VND-S00049,R01,Phòng 1,Room 1,2025-11-23 17:33:29.000000,2025-12-06 17:33:29.000000,system,vi,system,bbc5e661e106c6dcd8dc6dd186454c2f
31,1,CGV Vincom Bà Triệu,CGV Vincom Ba Trieu,191 Bà Triệu,3,Mufasa,Mufasa,https://yt.com/3,https://img/3.jpg,https://img/b3.jpg,Mỹ,Hành động,Director,Actors,120,VI,Mufasa,Mufasa,2025-11-17 17:33:29.000000,C18,18,4,10,nowShowing,Film2D,2025-12-10 17:33:29.000000,subtitling,VER_2D_SUB,4,BHD,BHD,VND-C001,VND-F003,Mufasa,Mufasa,VND-S00010,R01,Phòng 1,Room 1,2025-12-02 17:33:29.000000,2025-12-11 17:33:29.000000,system,vi,system,bbc5e661e106c6dcd8dc6dd186454c2f
32,4,Galaxy Nguyễn Du,Galaxy ND,116 Nguyễn Du,5,Linh Miêu,Linh Mieu,https://yt.com/5,https://img/5.jpg,https://img/b5.jpg,Mỹ,Hành động,Director,Actors,120,VI,Linh Miêu,Linh Mieu,2025-11-04 17:33:29.000000,C18,18,3,5,nowShowing,Film2D,2025-12-15 17:33:29.000000,subtitling,VER_2D_SUB,1,CGV,CGV,VND-C004,VND-F005,Linh Miêu,Linh Mieu,VND-S00005,R01,Phòng 1,Room 1,2025-11-22 17:33:29.000000,2025-12-06 17:33:29.000000,system,vi,system,bbc5e661e106c6dcd8dc6dd186454c2f
33,5,BHD Vincom ĐN,BHD DN,910A NQ,1,Quật Mộ Trùng Ma,The Exorcism,https://yt.com/1,https://img/1.jpg,https://img/b1.jpg,Mỹ,Hành động,Director,Actors,120,VI,Quật Mộ Trùng Ma,The Exorcism,2025-11-15 17:33:29.000000,C18,18,2,32,nowShowing,Film2D,2025-12-10 17:33:29.000000,subtitling,VER_2D_SUB,3,Galaxy,Galaxy,VND-C005,VND-F001,Quật Mộ Trùng Ma,The Exorcism,VND-S00032,R01,Phòng 1,Room 1,2025-12-08 17:33:29.000000,2025-12-09 17:33:29.000000,system,vi,system,bbc5e661e106c6dcd8dc6dd186454c2f
34,1,CGV Vincom Bà Triệu,CGV Vincom Ba Trieu,191 Bà Triệu,4,Kraven,Kraven,https://yt.com/4,https://img/4.jpg,https://img/b4.jpg,Mỹ,Hành động,Director,Actors,120,VI,Kraven,Kraven,2025-11-20 17:33:29.000000,C18,18,2,2,nowShowing,Film2D,2025-12-06 17:33:29.000000,subtitling,VER_2D_SUB,5,Cinestar,Cinestar,VND-C001,VND-F004,Kraven,Kraven,VND-S00002,R01,Phòng 1,Room 1,2025-11-26 17:33:29.000000,2025-12-11 17:33:29.000000,system,vi,system,bbc5e661e106c6dcd8dc6dd186454c2f
35,6,Beta GP,Beta GP,384 GP,1,Quật Mộ Trùng Ma,The Exorcism,https://yt.com/1,https://img/1.jpg,https://img/b1.jpg,Mỹ,Hành động,Director,Actors,120,VI,Quật Mộ Trùng Ma,The Exorcism,2025-10-14 17:33:29.000000,C18,18,3,11,nowShowing,Film2D,2025-12-19 17:33:29.000000,subtitling,VER_2D_SUB,2,Lotte,Lotte,VND-C006,VND-F001,Quật Mộ Trùng Ma,The Exorcism,VND-S00011,R01,Phòng 1,Room 1,2025-11-16 17:33:29.000000,2025-12-05 17:33:29.000000,system,vi,system,bbc5e661e106c6dcd8dc6dd186454c2f
36,6,Beta GP,Beta GP,384 GP,1,Quật Mộ Trùng Ma,The Exorcism,https://yt.com/1,https://img/1.jpg,https://img/b1.jpg,Mỹ,Hành động,Director,Actors,120,VI,Quật Mộ Trùng Ma,The Exorcism,2025-11-03 17:33:29.000000,C18,18,5,44,nowShowing,Film2D,2025-12-18 17:33:29.000000,subtitling,VER_2D_SUB,2,Lotte,Lotte,VND-C006,VND-F001,Quật Mộ Trùng Ma,The Exorcism,VND-S00044,R01,Phòng 1,Room 1,2025-11-24 17:33:29.000000,2025-12-11 17:33:29.000000,system,vi,system,bbc5e661e106c6dcd8dc6dd186454c2f
37,6,Beta GP,Beta GP,384 GP,3,Mufasa,Mufasa,https://yt.com/3,https://img/3.jpg,https://img/b3.jpg,Mỹ,Hành động,Director,Actors,120,VI,Mufasa,Mufasa,2025-11-12 17:33:29.000000,C18,18,5,9,nowShowing,Film2D,2025-12-10 17:33:29.000000,subtitling,VER_2D_SUB,1,CGV,CGV,VND-C006,VND-F003,Mufasa,Mufasa,VND-S00009,R01,Phòng 1,Room 1,2025-11-24 17:33:29.000000,2025-12-08 17:33:29.000000,system,vi,system,bbc5e661e106c6dcd8dc6dd186454c2f
38,5,BHD Vincom ĐN,BHD DN,910A NQ,3,Mufasa,Mufasa,https://yt.com/3,https://img/3.jpg,https://img/b3.jpg,Mỹ,Hành động,Director,Actors,120,VI,Mufasa,Mufasa,2025-11-02 17:33:29.000000,C18,18,3,50,nowShowing,Film2D,2025-12-16 17:33:29.000000,subtitling,VER_2D_SUB,3,Galaxy,Galaxy,VND-C005,VND-F003,Mufasa,Mufasa,VND-S00050,R01,Phòng 1,Room 1,2025-11-30 17:33:29.000000,2025-12-05 17:33:29.000000,system,vi,system,bbc5e661e106c6dcd8dc6dd186454c2f
39,8,Cinestar QT,Cinestar QT,271 NT,6,Cô Dâu Hào Môn,Grand Wedding,https://yt.com/6,https://img/6.jpg,https://img/b6.jpg,Mỹ,Hành động,Director,Actors,120,VI,Cô Dâu Hào Môn,Grand Wedding,2025-10-21 17:33:29.000000,C18,18,5,7,nowShowing,Film2D,2025-12-13 17:33:29.000000,subtitling,VER_2D_SUB,2,Lotte,Lotte,VND-C008,VND-F006,Cô Dâu Hào Môn,Grand Wedding,VND-S00007,R01,Phòng 1,Room 1,2025-11-13 17:33:29.000000,2025-12-10 17:33:29.000000,system,vi,system,bbc5e661e106c6dcd8dc6dd186454c2f
40,3,Lotte Landmark,Lotte Landmark,772 ĐBP,5,Linh Miêu,Linh Mieu,https://yt.com/5,https://img/5.jpg,https://img/b5.jpg,Mỹ,Hành động,Director,Actors,120,VI,Linh Miêu,Linh Mieu,2025-12-05 17:33:29.000000,C18,18,2,5,nowShowing,Film2D,2025-12-14 17:33:29.000000,subtitling,VER_2D_SUB,5,Cinestar,Cinestar,VND-C003,VND-F005,Linh Miêu,Linh Mieu,VND-S00005,R01,Phòng 1,Room 1,2025-12-11 17:33:29.000000,2025-12-12 17:33:29.000000,system,vi,system,bbc5e661e106c6dcd8dc6dd186454c2f
41,6,Beta GP,Beta GP,384 GP,1,Quật Mộ Trùng Ma,The Exorcism,https://yt.com/1,https://img/1.jpg,https://img/b1.jpg,Mỹ,Hành động,Director,Actors,120,VI,Quật Mộ Trùng Ma,The Exorcism,2025-11-08 17:33:29.000000,C18,18,3,23,nowShowing,Film2D,2025-12-15 17:33:29.000000,subtitling,VER_2D_SUB,4,BHD,BHD,VND-C006,VND-F001,Quật Mộ Trùng Ma,The Exorcism,VND-S00023,R01,Phòng 1,Room 1,2025-11-24 17:33:29.000000,2025-12-12 17:33:29.000000,system,vi,system,bbc5e661e106c6dcd8dc6dd186454c2f
42,7,CGV Crescent,CGV Crescent,101 TDT,1,Quật Mộ Trùng Ma,The Exorcism,https://yt.com/1,https://img/1.jpg,https://img/b1.jpg,Mỹ,Hành động,Director,Actors,120,VI,Quật Mộ Trùng Ma,The Exorcism,2025-11-23 17:33:29.000000,C18,18,4,23,nowShowing,Film2D,2025-12-16 17:33:29.000000,subtitling,VER_2D_SUB,6,Beta,Beta,VND-C007,VND-F001,Quật Mộ Trùng Ma,The Exorcism,VND-S00023,R01,Phòng 1,Room 1,2025-11-29 17:33:29.000000,2025-12-06 17:33:29.000000,system,vi,system,bbc5e661e106c6dcd8dc6dd186454c2f
43,7,CGV Crescent,CGV Crescent,101 TDT,1,Quật Mộ Trùng Ma,The Exorcism,https://yt.com/1,https://img/1.jpg,https://img/b1.jpg,Mỹ,Hành động,Director,Actors,120,VI,Quật Mộ Trùng Ma,The Exorcism,2025-11-24 17:33:29.000000,C18,18,4,42,nowShowing,Film2D,2025-12-13 17:33:29.000000,subtitling,VER_2D_SUB,4,BHD,BHD,VND-C007,VND-F001,Quật Mộ Trùng Ma,The Exorcism,VND-S00042,R01,Phòng 1,Room 1,2025-11-12 17:33:29.000000,2025-12-05 17:33:29.000000,system,vi,system,bbc5e661e106c6dcd8dc6dd186454c2f
